ORDER_NUMBER,CUSTOMER_KEY,ORDER_TOTAL,DISCOUNT,ORDER_DATE,ORDER_STATUS,DELIVERY_STATUS
O104094,C10095,547.9699707,0,11-02-2016,Delivered,ON-TIME
O104095,C1002006,312.980011,0,11-02-2016,Delivered,ON-TIME
O104096,C1001768,70.12999725,0,11-02-2016,Delivered,ON-TIME
O104097,C1001495,150.2799988,0,11-02-2016,Delivered,ON-TIME
O104098,C1002002,152.0399933,0,11-02-2016,Delivered,ON-TIME
O104099,C100655,3258.050049,0,12-02-2016,Delivered,ON-TIME
O104100,C1001019,269.9400024,0,12-02-2016,Delivered,ON-TIME
O104101,C1001486,287.4400024,0,12-02-2016,Delivered,ON-TIME
O104102,C100159,1128.689941,0,12-02-2016,Delivered,ON-TIME
O104103,C1001712,260.0599976,0,12-02-2016,Delivered,ON-TIME
O104104,C10035,1125.87,0,05-11-2015,Delivered,ON-TIME
O104105,C100400,0,0,16-06-2016,Delivered,ON-TIME
O104106,C1001581,2134.909912,0,12-02-2016,Delivered,ON-TIME
O104107,C100913,235.0200043,0,12-02-2016,Delivered,ON-TIME
O104108,C100299,1215.22,0,12-02-2016,Delivered,ON-TIME
O104109,C1001363,58.65000153,0,12-02-2016,Delivered,ON-TIME
O104110,C1002040,345.18,0,12-02-2016,Delivered,LATE
O104111,C1002023,637.5,0,12-02-2016,Delivered,ON-TIME
O104112,C1001544,3317.560059,0,12-02-2016,Delivered,ON-TIME
O104113,C1001842,125.2300034,0,12-02-2016,Delivered,ON-TIME
O104114,C100797,1014.76001,0,12-02-2016,Delivered,ON-TIME
O104115,C1002042,1188.52,0,12-02-2016,Delivered,ON-TIME
O104116,C100150,144.5,0,05-11-2015,Delivered,ON-TIME
O104117,C100398,0,0,16-06-2016,Delivered,ON-TIME
O104118,C100303,2103.75,0,12-02-2016,Delivered,ON-TIME
O104119,C1002041,992.58,0,12-02-2016,Delivered,ON-TIME
O104120,C1002043,1595.660034,0,12-02-2016,Delivered,ON-TIME
O104121,C1002018,106.25,0,12-02-2016,Delivered,ON-TIME
O104122,C1001199,164.9100037,0,12-02-2016,Delivered,ON-TIME
O104123,C1002044,2088.649902,0,12-02-2016,Delivered,ON-TIME
O104124,C1001572,136.6799927,0,12-02-2016,Delivered,ON-TIME
O104125,C100632,2085.919922,0,12-02-2016,Delivered,ON-TIME
O104126,C1001613,468.9500122,0,12-02-2016,Delivered,ON-TIME
O104127,C1002046,519.3099976,0,12-02-2016,Delivered,ON-TIME
O104128,C100359,5716.47998,0,05-11-2015,Delivered,LATE
O104129,C100401,230.63,0,16-06-2016,Delivered,ON-TIME
O104130,C1002045,673.6300049,0,12-02-2016,Delivered,ON-TIME
O104131,C1002047,427.2600098,0,12-02-2016,Delivered,ON-TIME
O104132,C10086,45.90000153,0,12-02-2016,Delivered,ON-TIME
O104133,C100728,2426.23999,0,12-02-2016,Delivered,ON-TIME
O104134,C1001199,164.9100037,0,12-02-2016,Delivered,ON-TIME
O104135,C1001501,131.3200073,0,12-02-2016,Delivered,ON-TIME
O104136,C100737,311.3999939,0,12-02-2016,Delivered,ON-TIME
O104137,C100711,513.9199829,0,12-02-2016,Delivered,ON-TIME
O104138,C1001020,948.6599731,0,12-02-2016,Delivered,ON-TIME
O104139,C1001469,306,0,12-02-2016,Delivered,ON-TIME
O104140,C10107,270.3,0,12-02-2016,Delivered,ON-TIME
O104141,C100360,2576.35,0,05-11-2015,Delivered,ON-TIME
O104142,C100402,2534.15,0,17-06-2016,Delivered,ON-TIME
O104143,C1001507,107.0999985,0,12-02-2016,Delivered,ON-TIME
O104144,C100793,159,0,12-02-2016,Delivered,ON-TIME
O104145,C1002025,58.56999969,0,12-02-2016,Delivered,ON-TIME
O104146,C100454,312.48,0,12-02-2016,Delivered,LATE
O104147,C100821,2799.560059,0,12-02-2016,Delivered,ON-TIME
O104148,C1001088,929.6500244,0,12-02-2016,Delivered,ON-TIME
O104149,C1001494,760.1799927,0,12-02-2016,Delivered,ON-TIME
O104150,C1001837,544.8699951,0,12-02-2016,Delivered,ON-TIME
O104151,C1001053,185.7599945,0,12-02-2016,Delivered,ON-TIME
O104152,C1001444,392.7000122,0,12-02-2016,Delivered,ON-TIME
O104153,C100308,29.75,0,05-11-2015,Delivered,ON-TIME
O104154,C100403,364.53,0,19-06-2016,Delivered,ON-TIME
O104155,C1001107,705.95,0,12-02-2016,Delivered,ON-TIME
O104156,C1002049,263.5,0,12-02-2016,Delivered,ON-TIME
O104157,C1001154,117.3,0,12-02-2016,Delivered,ON-TIME
O104158,C1001155,74.8,0,12-02-2016,Delivered,ON-TIME
O104159,C1001845,95.19999695,0,12-02-2016,Delivered,ON-TIME
O104160,C1001593,169.8600006,0,12-02-2016,Delivered,ON-TIME
O104161,C1002050,436.0100098,0,12-02-2016,Delivered,ON-TIME
O104162,C1002051,1206.079956,0,12-02-2016,Delivered,ON-TIME
O104163,C1002052,844.0499878,0,12-02-2016,Delivered,ON-TIME
O104164,C1002053,375.8699951,0,12-02-2016,Delivered,LATE
O104165,C100270,602.1,0,16-06-2016,Delivered,ON-TIME
O104166,C1002054,3752.72998,0,12-02-2016,Delivered,ON-TIME
O104167,C1001199,214.0899963,0,12-02-2016,Delivered,ON-TIME
O104168,C1001082,631.7000122,0,13-02-2016,Delivered,ON-TIME
O104169,C100309,223.55,0,13-02-2016,Delivered,ON-TIME
O104170,C1001999,663.0999756,0,13-02-2016,Delivered,ON-TIME
O104171,C100550,969.75,0,13-02-2016,Delivered,ON-TIME
O104172,C100270,503.2000122,0,13-02-2016,Delivered,ON-TIME
O104173,C1001360,2132.419922,0,13-02-2016,Delivered,ON-TIME
O104174,C100938,2998.179932,0,13-02-2016,Delivered,ON-TIME
O104175,C100653,114.75,0,13-02-2016,Delivered,ON-TIME
O104176,C100363,1481.619995,0,05-11-2015,Delivered,ON-TIME
O104177,C100404,2307.58,0,16-06-2016,Delivered,ON-TIME
O104178,C100968,1068.689941,0,13-02-2016,Delivered,ON-TIME
O104179,C1001508,842.2299805,0,13-02-2016,Delivered,ON-TIME
O104180,C1001126,1171.650024,0,13-02-2016,Delivered,ON-TIME
O104181,C1002055,593.9799805,0,13-02-2016,Delivered,ON-TIME
O104182,C1001718,651.0999756,0,13-02-2016,Delivered,LATE
O104183,C100301,647.6400146,0,13-02-2016,Delivered,ON-TIME
O104184,C1001883,65.44999695,0,13-02-2016,Delivered,ON-TIME
O104185,C10041,165.5,0,13-02-2016,Delivered,ON-TIME
O104186,C1002056,476,0,13-02-2016,Delivered,ON-TIME
O104187,C1002057,395.6900024,0,13-02-2016,Delivered,ON-TIME
O104188,C100309,18.7,0,05-11-2015,Delivered,ON-TIME
O104189,C100406,29.2,0,16-06-2016,Delivered,ON-TIME
O104190,C1002058,560.39,0,13-02-2016,Delivered,ON-TIME
O104191,C1002059,2124.47998,0,13-02-2016,Delivered,ON-TIME
O104192,C1002060,326.1199951,0,13-02-2016,Delivered,ON-TIME
O104193,C1001591,232.8999939,0,13-02-2016,Delivered,ON-TIME
O104194,C1002061,165.5,0,13-02-2016,Delivered,ON-TIME
O104195,C1002062,2649.780029,0,13-02-2016,Delivered,ON-TIME
O104196,C1001572,107.9499969,0,13-02-2016,Delivered,ON-TIME
O104197,C1001460,261.7999878,0,13-02-2016,Delivered,ON-TIME
O104198,C100935,776.5700073,0,13-02-2016,Delivered,ON-TIME
O104199,C1001069,807.5,0,13-02-2016,Delivered,ON-TIME
O104200,C100407,0,0,16-06-2016,Delivered,LATE
O104201,C1002063,281.3500061,0,13-02-2016,Delivered,ON-TIME
O104202,C100226,1087.810059,0,13-02-2016,Delivered,ON-TIME
O104203,C100350,1947.530029,0,13-02-2016,Delivered,ON-TIME
O104204,C1001500,139.3999939,0,13-02-2016,Delivered,ON-TIME
O104205,C1002064,937.0800171,0,13-02-2016,Delivered,ON-TIME
O104206,C1002065,3581.860107,0,13-02-2016,Delivered,ON-TIME
O104207,C1002066,2138.290039,0,13-02-2016,Delivered,ON-TIME
O104208,C1002067,156.3999939,0,13-02-2016,Delivered,ON-TIME
O104209,C100840,525.4000244,0,13-02-2016,Delivered,ON-TIME
O104210,C100973,1149.790039,0,13-02-2016,Delivered,ON-TIME
O104211,C100367,1376.27002,0,05-11-2015,Delivered,ON-TIME
O104212,C100135,89.61,0,16-06-2016,Delivered,ON-TIME
O104213,C100930,173.3999939,0,13-02-2016,Delivered,ON-TIME
O104214,C1002006,307.3800049,0,13-02-2016,Delivered,ON-TIME
O104215,C100840,135.1499939,0,13-02-2016,Delivered,ON-TIME
O104216,C1001391,760.75,0,13-02-2016,Delivered,ON-TIME
O104217,C1001332,174.93,0,13-02-2016,Delivered,ON-TIME
O104218,C1002068,365.5,0,13-02-2016,Delivered,LATE
O104219,C1001147,686.6900024,0,13-02-2016,Delivered,ON-TIME
O104220,C1001881,87.55,0,13-02-2016,Delivered,ON-TIME
O104221,C100368,499.7999878,0,14-02-2016,Delivered,ON-TIME
O104222,C1002002,142.8000031,0,14-02-2016,Delivered,ON-TIME
O104223,C100366,441.8099976,0,05-11-2015,Delivered,ON-TIME
O104224,C100252,689.74,0,16-06-2016,Delivered,ON-TIME
O104225,C1001205,247.5200043,0,14-02-2016,Delivered,ON-TIME
O104226,C1001360,295.7999878,0,14-02-2016,Delivered,ON-TIME
O104227,C100188,586.5,0,14-02-2016,Delivered,ON-TIME
O104228,C1002069,3007.219971,0,14-02-2016,Delivered,ON-TIME
O104229,C1002064,303.519989,0,14-02-2016,Delivered,ON-TIME
O104230,C100133,161.2899933,0,14-02-2016,Delivered,ON-TIME
O104231,C1002070,1028.880005,0,14-02-2016,Delivered,ON-TIME
O104232,C100914,404.35,0,14-02-2016,Delivered,ON-TIME
O104233,C1001496,606.5100098,0,14-02-2016,Delivered,ON-TIME
O104234,C1001557,717.7999878,0,14-02-2016,Delivered,ON-TIME
O104235,C100368,588.2000122,0,05-11-2015,Delivered,ON-TIME
O104236,C100408,3021.07,0,16-06-2016,Delivered,LATE
O104237,C1001832,6860.529785,0,14-02-2016,Delivered,ON-TIME
O104238,C1001848,143.0599976,0,14-02-2016,Delivered,ON-TIME
O104239,C1001906,180.2400055,0,14-02-2016,Delivered,ON-TIME
O104240,C100793,86.69999695,0,14-02-2016,Delivered,ON-TIME
O104241,C1002072,787.4899902,0,14-02-2016,Delivered,ON-TIME
O104242,C1001152,2926.01001,0,15-02-2016,Delivered,ON-TIME
O104243,C100727,366.2799988,0,15-02-2016,Delivered,ON-TIME
O104244,C1001576,611.5700073,0,15-02-2016,Delivered,ON-TIME
O104245,C1002073,297.6600037,0,15-02-2016,Delivered,ON-TIME
O104246,C1002074,623.0200195,0,15-02-2016,Delivered,ON-TIME
O104247,C100407,0,0,16-06-2016,Delivered,ON-TIME
O104248,C1001520,1288.300049,0,15-02-2016,Delivered,ON-TIME
O104249,C1001090,749.1900024,0,15-02-2016,Delivered,ON-TIME
O104250,C1002075,552.5,0,15-02-2016,Delivered,ON-TIME
O104251,C1001429,941.5200195,0,15-02-2016,Delivered,ON-TIME
O104252,C1001868,884.88,0,15-02-2016,Delivered,ON-TIME
O104253,C100123,492.4100037,0,15-02-2016,Delivered,ON-TIME
O104254,C100679,624.3699951,0,15-02-2016,Delivered,LATE
O104255,C1001391,429.25,0,15-02-2016,Delivered,ON-TIME
O104256,C100285,595.4400024,0,15-02-2016,Delivered,ON-TIME
O104257,C1001764,112.1999969,0,15-02-2016,Delivered,ON-TIME
O104258,C10108,1128.68,0,12-02-2016,Delivered,ON-TIME
O104259,C100159,37.22999954,0,05-11-2015,Delivered,ON-TIME
O104260,C100124,214.95,0,16-06-2016,Delivered,ON-TIME
O104261,C1001208,857.4699707,0,15-02-2016,Delivered,ON-TIME
O104262,C1002076,1048.52002,0,15-02-2016,Delivered,ON-TIME
O104263,C1001357,334.0499878,0,15-02-2016,Delivered,ON-TIME
O104264,C100971,570.9299927,0,15-02-2016,Delivered,ON-TIME
O104265,C100972,496.0100098,0,15-02-2016,Delivered,ON-TIME
O104266,C1002077,382.5,0,15-02-2016,Delivered,ON-TIME
O104267,C1002078,413.64,0,15-02-2016,Delivered,ON-TIME
O104268,C1002079,1026.73999,0,15-02-2016,Delivered,ON-TIME
O104269,C1002080,642.5999756,0,15-02-2016,Delivered,ON-TIME
O104270,C100260,461.519989,0,15-02-2016,Delivered,ON-TIME
O104271,C100304,3268.879883,0,05-11-2015,Delivered,ON-TIME
O104272,C100122,475.6,0,16-06-2016,Delivered,LATE
O104273,C1001534,653.6500244,0,15-02-2016,Delivered,ON-TIME
O104274,C1001017,749.0100098,0,15-02-2016,Delivered,ON-TIME
O104275,C1001016,1067.73999,0,15-02-2016,Delivered,ON-TIME
O104276,C1001529,199.6399994,0,15-02-2016,Delivered,ON-TIME
O104277,C1002081,290.8699951,0,15-02-2016,Delivered,ON-TIME
O104278,C1002082,951.68,0,15-02-2016,Delivered,ON-TIME
O104279,C1002083,296.65,0,15-02-2016,Delivered,ON-TIME
O104280,C1001548,403.6300049,0,15-02-2016,Delivered,ON-TIME
O104281,C1001214,627.56,0,15-02-2016,Delivered,ON-TIME
O104282,C1001062,603.9899902,0,15-02-2016,Delivered,ON-TIME
O104283,C100373,202.3000031,0,05-11-2015,Delivered,ON-TIME
O104284,C100413,163.93,0,17-06-2016,Delivered,ON-TIME
O104285,C1001102,348.5,0,15-02-2016,Delivered,ON-TIME
O104286,C1001700,236.3000031,0,15-02-2016,Delivered,ON-TIME
O104287,C1001247,642.6,0,15-02-2016,Delivered,ON-TIME
O104288,C1002084,813.7,0,15-02-2016,Delivered,ON-TIME
O104289,C1002086,183.1699982,0,15-02-2016,Delivered,ON-TIME
O104290,C1002088,1585.86,0,15-02-2016,Delivered,LATE
O104291,C1002085,2468.340088,0,15-02-2016,Delivered,ON-TIME
O104292,C1002089,3497.89,0,15-02-2016,Delivered,ON-TIME
O104293,C1002090,251.02,0,15-02-2016,Delivered,ON-TIME
O104294,C1002091,506.28,0,15-02-2016,Delivered,ON-TIME
O104295,C100414,492.88,0,17-06-2016,Delivered,ON-TIME
O104296,C1002092,99.07,0,15-02-2016,Delivered,ON-TIME
O104297,C1002093,239.58,0,15-02-2016,Delivered,ON-TIME
O104298,C1001992,755.4799805,0,15-02-2016,Delivered,ON-TIME
O104299,C1001616,249.2200012,0,15-02-2016,Delivered,ON-TIME
O104300,C1001667,461.519989,0,15-02-2016,Delivered,ON-TIME
O104301,C1002094,107.2,0,15-02-2016,Delivered,ON-TIME
O104302,C1002095,679.89,0,15-02-2016,Delivered,ON-TIME
O104303,C1001119,1420.349976,0,15-02-2016,Delivered,ON-TIME
O104304,C10064,2040.23999,0,15-02-2016,Delivered,ON-TIME
O104305,C1002096,538.56,0,15-02-2016,Delivered,ON-TIME
O104306,C100376,942.7800293,0,05-11-2015,Delivered,ON-TIME
O104307,C100415,2578.18,0,17-06-2016,Delivered,ON-TIME
O104308,C100842,698.37,0,15-02-2016,Delivered,LATE
O104309,C1001576,262.6499939,0,15-02-2016,Delivered,ON-TIME
O104310,C1002097,2198.92,0,15-02-2016,Delivered,ON-TIME
O104311,C1001267,212.0800018,0,15-02-2016,Delivered,ON-TIME
O104312,C100661,1365.099976,0,15-02-2016,Delivered,ON-TIME
O104313,C1002098,592.0300293,0,15-02-2016,Delivered,ON-TIME
O104314,C1002086,238,0,15-02-2016,Delivered,ON-TIME
O104315,C1001923,636.9000244,0,15-02-2016,Delivered,ON-TIME
O104316,C1001838,1314.859985,0,15-02-2016,Delivered,ON-TIME
O104317,C1001531,317.64,0,15-02-2016,Delivered,ON-TIME
O104318,C10042,58.32,0,05-11-2015,Delivered,ON-TIME
O104319,C100415,2578.18,0,17-06-2016,Delivered,ON-TIME
O104320,C1002099,148.18,0,15-02-2016,Delivered,ON-TIME
O104321,C1002100,623.13,0,15-02-2016,Delivered,ON-TIME
O104322,C100945,1509.569946,0,15-02-2016,Delivered,ON-TIME
O104323,C1002101,1896.64,0,15-02-2016,Delivered,ON-TIME
O104324,C10032,510.8500061,0,15-02-2016,Delivered,ON-TIME
O104325,C1001389,566.11,0,15-02-2016,Delivered,ON-TIME
O104326,C1001390,149.6,0,15-02-2016,Delivered,LATE
O104327,C1001110,1230.69,0,15-02-2016,Delivered,ON-TIME
O104328,C10041,339.1400146,0,15-02-2016,Delivered,ON-TIME
O104329,C1001734,129.1199951,0,15-02-2016,Delivered,ON-TIME
O104330,C10037,906.5,0,06-11-2015,Delivered,ON-TIME
O104331,C100048,375.7,0,17-06-2016,Delivered,ON-TIME
O104332,C1001742,164.48,0,15-02-2016,Delivered,ON-TIME
O104333,C1001295,504.9,0,15-02-2016,Delivered,ON-TIME
O104334,C1001559,1509.180054,0,15-02-2016,Delivered,ON-TIME
O104335,C1001557,1011.409973,0,15-02-2016,Delivered,ON-TIME
O104336,C1002102,4040.82,0,15-02-2016,Delivered,ON-TIME
O104337,C1001869,395.5799866,0,16-02-2016,Delivered,ON-TIME
O104338,C1001358,1383.930054,0,16-02-2016,Delivered,ON-TIME
O104339,C1001358,1383.93,0,16-02-2016,Delivered,ON-TIME
O104340,C1002072,127.9599991,0,16-02-2016,Delivered,ON-TIME
O104341,C1002103,1429.75,0,16-02-2016,Delivered,ON-TIME
O104342,C100682,651.960022,0,16-02-2016,Delivered,ON-TIME
O104343,C100682,651.96,0,16-02-2016,Delivered,ON-TIME
O104344,C10038,101.15,0,06-11-2015,Delivered,LATE
O104345,C100009,2786.39,0,17-06-2016,Delivered,ON-TIME
O104346,C1001341,443.5499878,0,16-02-2016,Delivered,ON-TIME
O104347,C100276,155.1999969,0,16-02-2016,Delivered,ON-TIME
O104348,C1002104,610.05,0,16-02-2016,Delivered,ON-TIME
O104349,C1002105,163.1999969,0,16-02-2016,Delivered,ON-TIME
O104350,C1001446,1003.469971,0,16-02-2016,Delivered,ON-TIME
O104351,C1002106,447.95,0,16-02-2016,Delivered,ON-TIME
O104352,C100653,280.5,0,16-02-2016,Delivered,ON-TIME
O104353,C1001354,318.97,0,16-02-2016,Delivered,ON-TIME
O104354,C1002071,1207,0,16-02-2016,Delivered,ON-TIME
O104355,C1001022,131.75,0,16-02-2016,Delivered,ON-TIME
O104356,C100111,814.3200073,0,06-11-2015,Delivered,ON-TIME
O104357,C100417,2878.58,0,17-06-2016,Delivered,ON-TIME
O104358,C1001191,2161.73999,0,16-02-2016,Delivered,ON-TIME
O104359,C1001453,249.8999939,0,16-02-2016,Delivered,ON-TIME
O104360,C10093,859.09,0,16-02-2016,Delivered,ON-TIME
O104361,C100573,1623.42,0,16-02-2016,Delivered,ON-TIME
O104362,C100908,290.7,0,16-02-2016,Delivered,LATE
O104363,C1001756,2805.129883,0,16-02-2016,Delivered,ON-TIME
O104364,C1001805,2305.060059,0,16-02-2016,Delivered,ON-TIME
O104365,C1002107,2969.409912,0,16-02-2016,Delivered,ON-TIME
O104366,C1002108,305.92,0,16-02-2016,Delivered,ON-TIME
O104367,C1001247,442,0,16-02-2016,Delivered,ON-TIME
O104368,C100394,1032.75,0,06-11-2015,Delivered,ON-TIME
O104369,C100256,336.25,0,17-06-2016,Delivered,ON-TIME
O104370,C1002068,131.0599976,0,16-02-2016,Delivered,ON-TIME
O104371,C1001514,141.94,0,16-02-2016,Delivered,ON-TIME
O104372,C1001519,1614.86,0,16-02-2016,Delivered,ON-TIME
O104373,C1002109,98.6,0,16-02-2016,Delivered,ON-TIME
O104374,C1002112,337.230011,0,16-02-2016,Delivered,ON-TIME
O104375,C100755,1835.72,0,16-02-2016,Delivered,ON-TIME
O104376,C1002113,91.38,0,16-02-2016,Delivered,ON-TIME
O104377,C1001125,398.65,0,16-02-2016,Delivered,ON-TIME
O104378,C1001551,216.06,0,16-02-2016,Delivered,ON-TIME
O104379,C100810,394.8999939,0,16-02-2016,Delivered,ON-TIME
O104380,C10109,476,0,12-02-2016,Delivered,LATE
O104381,C100039,1421.2,0,17-06-2016,Delivered,ON-TIME
O104382,C10086,521.5100098,0,16-02-2016,Delivered,ON-TIME
O104383,C1001120,1126.589966,0,16-02-2016,Delivered,ON-TIME
O104384,C100938,590.9000244,0,16-02-2016,Delivered,ON-TIME
O104385,C1001170,1188.3,0,16-02-2016,Delivered,ON-TIME
O104386,C100761,2155.399902,0,16-02-2016,Delivered,ON-TIME
O104387,C100722,223.8999939,0,16-02-2016,Delivered,ON-TIME
O104388,C1001454,127.5,0,16-02-2016,Delivered,ON-TIME
O104389,C100656,65.24,0,16-02-2016,Delivered,ON-TIME
O104390,C1001409,506.1900024,0,16-02-2016,Delivered,ON-TIME
O104391,C100206,1214.68,0,16-02-2016,Delivered,ON-TIME
O104392,C10040,2185.44,0,06-11-2015,Delivered,ON-TIME
O104393,C100418,0,0,17-06-2016,Delivered,ON-TIME
O104394,C100642,611.2000122,0,16-02-2016,Delivered,ON-TIME
O104395,C1001966,543.09,0,16-02-2016,Delivered,ON-TIME
O104396,C1001666,125.8000031,0,16-02-2016,Delivered,ON-TIME
O104397,C100725,167.4499969,0,16-02-2016,Delivered,ON-TIME
O104398,C100726,167.4499969,0,16-02-2016,Delivered,LATE
O104399,C100725,194.1699982,0,16-02-2016,Delivered,ON-TIME
O104400,C1001987,137.77,0,16-02-2016,Delivered,ON-TIME
O104401,C1002114,1624.170044,0,16-02-2016,Delivered,ON-TIME
O104402,C1002114,1624.17,0,16-02-2016,Delivered,ON-TIME
O104403,C100813,682.1900024,0,16-02-2016,Delivered,ON-TIME
O104404,C100302,770.1,0,16-02-2016,Delivered,ON-TIME
O104405,C10041,101.3000031,0,06-11-2015,Delivered,ON-TIME
O104406,C100420,3524.44,0,17-06-2016,Delivered,ON-TIME
O104407,C1001554,1265.1,0,16-02-2016,Delivered,ON-TIME
O104408,C100840,1572.329956,0,16-02-2016,Delivered,ON-TIME
O104409,C1002115,476.9400024,0,16-02-2016,Delivered,ON-TIME
O104410,C1001503,686.7999878,0,16-02-2016,Delivered,ON-TIME
O104411,C1001504,487.4599915,0,16-02-2016,Delivered,ON-TIME
O104412,C1001501,579.1599731,0,16-02-2016,Delivered,ON-TIME
O104413,C1001368,1624.41,0,16-02-2016,Delivered,ON-TIME
O104414,C100780,1513.280029,0,16-02-2016,Delivered,ON-TIME
O104415,C1001300,208.9400024,0,16-02-2016,Delivered,ON-TIME
O104416,C1002116,1917.47998,0,16-02-2016,Delivered,LATE
O104417,C10041,101.3000031,0,06-11-2015,Delivered,ON-TIME
O104418,C100419,0,0,17-06-2016,Delivered,ON-TIME
O104419,C10063,1336.339966,0,16-02-2016,Delivered,ON-TIME
O104420,C1001453,133.0299988,0,17-02-2016,Delivered,ON-TIME
O104421,C1001395,1364.670044,0,17-02-2016,Delivered,ON-TIME
O104422,C100291,948.1199951,0,17-02-2016,Delivered,ON-TIME
O104423,C1001711,1092.589966,0,17-02-2016,Delivered,ON-TIME
O104424,C1001265,522.75,0,17-02-2016,Delivered,ON-TIME
O104425,C1002117,1156.859985,0,17-02-2016,Delivered,ON-TIME
O104426,C1002118,1461.630005,0,17-02-2016,Delivered,ON-TIME
O104427,C1001057,660.9500122,0,17-02-2016,Delivered,ON-TIME
O104428,C1001869,165.7599945,0,17-02-2016,Delivered,ON-TIME
O104429,C10041,101.3000031,0,06-11-2015,Delivered,ON-TIME
O104430,C100422,13.91,0,17-06-2016,Delivered,ON-TIME
O104431,C100977,1261.16,0,17-02-2016,Delivered,ON-TIME
O104432,C1002120,63.11000061,0,17-02-2016,Delivered,ON-TIME
O104433,C100294,1815.170044,0,17-02-2016,Delivered,ON-TIME
O104434,C100769,1440.150024,0,17-02-2016,Delivered,LATE
O104435,C1002119,878.7,0,17-02-2016,Delivered,ON-TIME
O104436,C1002083,890.66,0,17-02-2016,Delivered,ON-TIME
O104437,C1001892,1109.25,0,17-02-2016,Delivered,ON-TIME
O104438,C1001205,303.4500122,0,17-02-2016,Delivered,ON-TIME
O104439,C1001190,350.0700073,0,17-02-2016,Delivered,ON-TIME
O104440,C1001308,828.8800049,0,17-02-2016,Delivered,ON-TIME
O104441,C10041,202.6000061,0,06-11-2015,Delivered,ON-TIME
O104442,C100423,0,0,17-06-2016,Delivered,ON-TIME
O104443,C1002122,586.5,0,17-02-2016,Delivered,ON-TIME
O104444,C100782,226.4499969,0,17-02-2016,Delivered,ON-TIME
O104445,C1002123,605.6199951,0,17-02-2016,Delivered,ON-TIME
O104446,C1001329,1898.91,0,17-02-2016,Delivered,ON-TIME
O104447,C1002061,1119.589966,0,17-02-2016,Delivered,ON-TIME
O104448,C100815,205.2799988,0,17-02-2016,Delivered,ON-TIME
O104449,C1002124,841.58,0,17-02-2016,Delivered,ON-TIME
O104450,C1001538,470.3,0,17-02-2016,Delivered,ON-TIME
O104451,C100313,2056.48999,0,17-02-2016,Delivered,ON-TIME
O104452,C1001501,1.700000048,0,17-02-2016,Delivered,LATE
O104453,C10041,202.6000061,0,06-11-2015,Delivered,ON-TIME
O104454,C100424,107.83,0,17-06-2016,Delivered,ON-TIME
O104455,C100312,280.1700134,0,17-02-2016,Delivered,ON-TIME
O104456,C1001445,158.5299988,0,17-02-2016,Delivered,ON-TIME
O104457,C1001904,3326.09,0,17-02-2016,Delivered,ON-TIME
O104458,C100629,564.3099976,0,17-02-2016,Delivered,ON-TIME
O104459,C100993,4705.55,0,17-02-2016,Delivered,ON-TIME
O104460,C1002125,641.2299805,0,17-02-2016,Delivered,ON-TIME
O104461,C1001446,379.9599915,0,17-02-2016,Delivered,ON-TIME
O104462,C1002126,572.9,0,17-02-2016,Delivered,ON-TIME
O104463,C1002127,335.3299866,0,17-02-2016,Delivered,ON-TIME
O104464,C100402,664.4400024,0,17-02-2016,Delivered,ON-TIME
O104465,C10041,202.6000061,0,06-11-2015,Delivered,ON-TIME
O104466,C100425,-100,0,17-06-2016,Cancelled,
O104467,C100726,64.59999847,0,17-02-2016,Delivered,ON-TIME
O104468,C1002128,392.7000122,0,17-02-2016,Delivered,ON-TIME
O104469,C100642,1899.75,0,17-02-2016,Delivered,ON-TIME
O104470,C1002129,195.5,0,17-02-2016,Delivered,LATE
O104471,C1002130,996.7199707,0,17-02-2016,Delivered,ON-TIME
O104472,C1001302,685.0999756,0,17-02-2016,Delivered,ON-TIME
O104473,C1002131,1663.589966,0,17-02-2016,Delivered,ON-TIME
O104474,C1001102,596.3599854,0,17-02-2016,Delivered,ON-TIME
O104475,C1002132,63.75999832,0,17-02-2016,Delivered,ON-TIME
O104476,C1002133,393.57,0,17-02-2016,Delivered,ON-TIME
O104477,C10041,101.3000031,0,06-11-2015,Delivered,ON-TIME
O104478,C100233,195.5,0,17-06-2016,Delivered,ON-TIME
O104479,C1002134,127.5,0,17-02-2016,Delivered,ON-TIME
O104480,C1001780,612,0,17-02-2016,Delivered,ON-TIME
O104481,C1002135,820.1400146,0,17-02-2016,Delivered,ON-TIME
O104482,C100953,334.7900085,0,17-02-2016,Delivered,ON-TIME
O104483,C100332,2167.5,0,17-02-2016,Delivered,ON-TIME
O104484,C1002137,91.62000275,0,17-02-2016,Delivered,ON-TIME
O104485,C1002138,756.7199707,0,17-02-2016,Delivered,ON-TIME
O104486,C1001998,66.30000305,0,17-02-2016,Delivered,ON-TIME
O104487,C1002139,1750.589966,0,17-02-2016,Delivered,ON-TIME
O104488,C100184,385.1199951,0,17-02-2016,Delivered,LATE
O104489,C10042,306,0,06-11-2015,Delivered,ON-TIME
O104490,C100426,352.75,0,17-06-2016,Delivered,ON-TIME
O104491,C1001576,632.4000244,0,17-02-2016,Delivered,ON-TIME
O104492,C1001084,623.06,0,17-02-2016,Delivered,ON-TIME
O104493,C1001540,289,0,17-02-2016,Delivered,ON-TIME
O104494,C100574,1491.619995,0,17-02-2016,Delivered,ON-TIME
