ORDER_NUMBER,CUSTOMER_KEY,ORDER_TOTAL,DISCOUNT,ORDER_DATE,ORDER_STATUS,DELIVERY_STATUS
O128624,C10201,1364.25,0,14-07-2016,Delivered,ON-TIME
O128625,C10972,287.3,0,14-07-2016,Delivered,ON-TIME
O128626,C14038,537.53,0,14-07-2016,Delivered,LATE
O128627,C17255,234.6,0,14-07-2016,Delivered,ON-TIME
O128628,C16959,603.52,0,14-07-2016,Delivered,ON-TIME
O128629,C19202,138.75,200,14-07-2016,Delivered,ON-TIME
O128630,C15082,251.15,0,14-07-2016,Delivered,ON-TIME
O128631,C19203,517.68,200,14-07-2016,Delivered,ON-TIME
O128632,C15025,7.57,200,14-07-2016,Delivered,ON-TIME
O128633,C15031,249.05,0,14-07-2016,Delivered,ON-TIME
O128634,C14739,863.9,0,14-07-2016,Delivered,ON-TIME
O128635,C13347,193.8,0,14-07-2016,Delivered,ON-TIME
O128636,C19025,193.8,0,14-07-2016,Delivered,ON-TIME
O128637,C15772,1156.43,0,14-07-2016,Delivered,ON-TIME
O128638,C12581,219.39,0,14-07-2016,Delivered,ON-TIME
O128639,C100147,394.64,0,14-07-2016,Delivered,ON-TIME
O128640,C14794,373.2,0,14-07-2016,Delivered,ON-TIME
O128641,C19025,196.86,0,14-07-2016,Delivered,ON-TIME
O128642,C10517,1124.23,0,14-07-2016,Delivered,ON-TIME
O128643,C19204,2075.73,0,14-07-2016,Delivered,ON-TIME
O128644,C13805,493.8,0,14-07-2016,Delivered,LATE
O128645,C11039,663,0,14-07-2016,Delivered,ON-TIME
O128646,C19205,112.5,200,14-07-2016,Delivered,ON-TIME
O128647,C12722,381.67,0,14-07-2016,Delivered,ON-TIME
O128648,C10694,1292.44,0,14-07-2016,Delivered,ON-TIME
O128649,C11741,460.89,0,14-07-2016,Delivered,ON-TIME
O128650,C19206,550.82,0,14-07-2016,Delivered,ON-TIME
O128651,C16245,1395.88,200,14-07-2016,Delivered,ON-TIME
O128652,C19207,592.49,0,14-07-2016,Delivered,ON-TIME
O128653,C13502,520.98,0,14-07-2016,Delivered,ON-TIME
O128654,C15944,438.6,0,14-07-2016,Delivered,ON-TIME
O128655,C15740,485.64,0,14-07-2016,Delivered,ON-TIME
O128656,C19208,582.92,0,14-07-2016,Delivered,ON-TIME
O128657,C19209,406.67,200,14-07-2016,Delivered,ON-TIME
O128658,C19211,610.31,0,14-07-2016,Delivered,ON-TIME
O128659,C17895,355.6,0,14-07-2016,Delivered,ON-TIME
O128660,C19177,364.91,0,14-07-2016,Delivered,ON-TIME
O128661,C19210,457.5,0,15-07-2016,Delivered,ON-TIME
O128662,C19214,475.83,0,15-07-2016,Delivered,LATE
O128663,C19212,398.23,0,14-07-2016,Delivered,ON-TIME
O128664,C19215,100.52,0,14-07-2016,Delivered,ON-TIME
O128665,C19217,659.76,0,15-07-2016,Delivered,ON-TIME
O128666,C11711,261.38,0,15-07-2016,Delivered,ON-TIME
O128667,C15742,2296.95,0,15-07-2016,Delivered,ON-TIME
O128668,C11455,302.18,0,15-07-2016,Delivered,ON-TIME
O128669,C10671,529.55,0,15-07-2016,Delivered,ON-TIME
O128670,C15007,1021.45,200,15-07-2016,Delivered,ON-TIME
O128671,C16124,467.91,0,15-07-2016,Delivered,ON-TIME
O128672,C15567,208.25,0,15-07-2016,Delivered,ON-TIME
O128673,C13805,167.95,0,15-07-2016,Delivered,ON-TIME
O128674,C18662,977.5,0,15-07-2016,Delivered,ON-TIME
O128675,C17457,2522.44,0,15-07-2016,Delivered,ON-TIME
O128676,C13795,3734.5,0,15-07-2016,Delivered,ON-TIME
O128677,C18335,945.2,0,15-07-2016,Delivered,ON-TIME
O128678,C15246,413.44,0,15-07-2016,Delivered,ON-TIME
O128679,C14330,289,0,15-07-2016,Delivered,ON-TIME
O128680,C13166,578.06,0,15-07-2016,Delivered,LATE
O128681,C13979,725.05,0,15-07-2016,Delivered,ON-TIME
O128682,C18489,72,200,15-07-2016,Delivered,ON-TIME
O128683,C13939,3671.98,0,15-07-2016,Delivered,ON-TIME
O128684,C15729,588.84,0,15-07-2016,Delivered,ON-TIME
O128685,C12884,75.4,200,15-07-2016,Delivered,ON-TIME
O128686,C15477,1333.23,0,15-07-2016,Delivered,ON-TIME
O128687,C1001983,559.81,0,15-07-2016,Delivered,ON-TIME
O128688,C1001808,1551.25,0,15-07-2016,Delivered,ON-TIME
O128689,C17502,845.42,0,15-07-2016,Delivered,ON-TIME
O128690,C11900,388.8,0,15-07-2016,Delivered,ON-TIME
O128691,C19218,828.07,0,15-07-2016,Delivered,ON-TIME
O128692,C19219,1052.92,0,15-07-2016,Delivered,ON-TIME
O128693,C14911,250.41,0,15-07-2016,Delivered,ON-TIME
O128694,C1001809,2135.66,0,15-07-2016,Delivered,ON-TIME
O128695,C12748,3238.5,0,15-07-2016,Delivered,ON-TIME
O128696,C100264,287.08,0,15-07-2016,Delivered,ON-TIME
O128697,C10116,701.94,0,15-07-2016,Delivered,ON-TIME
O128698,C13750,565.14,0,15-07-2016,Delivered,LATE
O128699,C17569,629.85,0,15-07-2016,Delivered,ON-TIME
O128700,C12991,658.67,0,15-07-2016,Delivered,ON-TIME
O128701,C12774,1611.22,0,15-07-2016,Delivered,ON-TIME
O128702,C14689,0,0,15-07-2016,Delivered,ON-TIME
O128703,C100250,1277.96,0,15-07-2016,Delivered,ON-TIME
O128704,C19220,709.57,0,15-07-2016,Delivered,ON-TIME
O128705,C18108,403.1,0,15-07-2016,Delivered,ON-TIME
O128706,C19221,578.85,0,15-07-2016,Delivered,ON-TIME
O128707,C16574,380.69,0,15-07-2016,Delivered,ON-TIME
O128708,C15350,2842.91,0,15-07-2016,Delivered,ON-TIME
O128709,C16738,237.35,0,15-07-2016,Delivered,ON-TIME
O128710,C15936,1078.44,0,15-07-2016,Delivered,ON-TIME
O128711,C14661,1856.81,0,15-07-2016,Delivered,ON-TIME
O128712,C16224,0.3,64,15-07-2016,Delivered,ON-TIME
O128713,C13675,1192.79,0,15-07-2016,Delivered,ON-TIME
O128714,C19222,200.51,0,15-07-2016,Delivered,ON-TIME
O128715,C17691,898.14,0,15-07-2016,Delivered,ON-TIME
O128716,C16394,1124.38,0,15-07-2016,Delivered,LATE
O128717,C12364,535.53,0,15-07-2016,Delivered,ON-TIME
O128718,C12365,89.25,0,15-07-2016,Delivered,ON-TIME
O128719,C16662,45.58,43,15-07-2016,Delivered,ON-TIME
O128720,C18839,0,0,15-07-2016,Delivered,ON-TIME
O128721,C17594,634.75,0,15-07-2016,Delivered,ON-TIME
O128722,C13929,0,0,15-07-2016,Delivered,ON-TIME
O128723,C16242,163.2,0,15-07-2016,Delivered,ON-TIME
O128724,C13157,804.44,0,15-07-2016,Delivered,ON-TIME
O128725,C18663,182.33,0,15-07-2016,Delivered,ON-TIME
O128726,C15453,1628.09,0,15-07-2016,Delivered,ON-TIME
O128727,C14899,195.11,0,15-07-2016,Delivered,ON-TIME
O128728,C16506,447.09,0,15-07-2016,Delivered,ON-TIME
O128729,C11022,519.76,0,15-07-2016,Delivered,ON-TIME
O128730,C11312,1171.11,0,15-07-2016,Delivered,ON-TIME
O128731,C18114,171.19,0,15-07-2016,Delivered,ON-TIME
O128732,C19224,0,187,15-07-2016,Delivered,ON-TIME
O128733,C18847,182.33,0,15-07-2016,Delivered,ON-TIME
O128734,C11557,887.4,0,15-07-2016,Delivered,LATE
O128735,C19225,675.04,0,15-07-2016,Delivered,ON-TIME
O128736,C13357,154.28,0,15-07-2016,Delivered,ON-TIME
O128737,C1001335,319.6,0,15-07-2016,Delivered,ON-TIME
O128738,C18865,466.25,0,15-07-2016,Delivered,ON-TIME
O128739,C16315,951.18,0,15-07-2016,Delivered,ON-TIME
O128740,C19223,0,0,15-07-2016,Delivered,ON-TIME
O128741,C15175,830.62,0,15-07-2016,Delivered,ON-TIME
O128742,C19226,1252,0,15-07-2016,Delivered,ON-TIME
O128743,C19227,849.42,0,15-07-2016,Delivered,ON-TIME
O128744,C19229,8.39,200,15-07-2016,Delivered,ON-TIME
O128745,C19228,464.65,0,15-07-2016,Delivered,ON-TIME
O128746,C1001368,14.15,0,15-07-2016,Delivered,ON-TIME
O128747,C19230,201.45,0,15-07-2016,Delivered,ON-TIME
O128748,C14261,187.8,6,15-07-2016,Delivered,ON-TIME
O128749,C19232,1700,0,15-07-2016,Delivered,ON-TIME
O128750,C19231,625.08,0,15-07-2016,Delivered,ON-TIME
O128751,C16429,671.5,0,15-07-2016,Delivered,ON-TIME
O128752,C13463,420.33,0,15-07-2016,Delivered,LATE
O128753,C14009,540.57,0,15-07-2016,Delivered,ON-TIME
O128754,C13656,614.11,0,15-07-2016,Delivered,ON-TIME
O128755,C13295,143.64,0,15-07-2016,Delivered,ON-TIME
O128756,C19233,392.76,0,15-07-2016,Delivered,ON-TIME
O128757,C13534,229.5,0,15-07-2016,Delivered,ON-TIME
O128758,C13514,867.13,0,15-07-2016,Delivered,ON-TIME
O128759,C19234,697,0,15-07-2016,Delivered,ON-TIME
O128760,C19235,177.42,200,15-07-2016,Delivered,ON-TIME
O128761,C12162,1237.74,0,15-07-2016,Delivered,ON-TIME
O128762,C10640,628.16,0,15-07-2016,Delivered,ON-TIME
O128763,C19236,0,0,15-07-2016,Delivered,ON-TIME
O128764,C15925,144.93,0,15-07-2016,Delivered,ON-TIME
O128765,C19237,246.5,0,15-07-2016,Delivered,ON-TIME
O128766,C19238,203.27,0,15-07-2016,Delivered,ON-TIME
O128767,C19239,305.77,0,15-07-2016,Delivered,ON-TIME
O128768,C10048,5836.95,0,15-07-2016,Delivered,ON-TIME
O128769,C100573,853.98,0,15-07-2016,Delivered,ON-TIME
O128770,C19240,197.81,0,15-07-2016,Delivered,LATE
O128771,C18102,358.03,0,15-07-2016,Delivered,ON-TIME
O128772,C17999,373.99,0,15-07-2016,Delivered,ON-TIME
O128773,C18632,795.71,0,15-07-2016,Delivered,ON-TIME
O128774,C14126,517.65,0,15-07-2016,Delivered,ON-TIME
O128775,C19175,78.37,0,15-07-2016,Delivered,ON-TIME
O128776,C15960,2392.74,0,15-07-2016,Delivered,ON-TIME
O128777,C15973,580.84,0,15-07-2016,Delivered,ON-TIME
O128778,C15196,130.9,0,15-07-2016,Delivered,ON-TIME
O128779,C11036,1338.75,0,15-07-2016,Delivered,ON-TIME
O128780,C17587,681.6,0,15-07-2016,Delivered,ON-TIME
O128781,C13340,319.17,0,15-07-2016,Delivered,ON-TIME
O128782,C19241,164.78,0,15-07-2016,Delivered,ON-TIME
O128783,C16464,188.53,0,15-07-2016,Delivered,ON-TIME
O128784,C19242,358.94,0,15-07-2016,Delivered,ON-TIME
O128785,C12887,262.74,0,15-07-2016,Delivered,ON-TIME
O128786,C17953,364.23,0,15-07-2016,Delivered,ON-TIME
O128787,C19243,72.92,0,15-07-2016,Delivered,ON-TIME
O128788,C19244,57.12,0,15-07-2016,Delivered,LATE
O128789,C19245,1874.42,200,15-07-2016,Delivered,ON-TIME
O128790,C19247,2115.7,0,15-07-2016,Delivered,ON-TIME
O128791,C16494,841.5,0,15-07-2016,Delivered,ON-TIME
O128792,C14822,238,0,15-07-2016,Delivered,ON-TIME
O128793,C13126,715.85,0,15-07-2016,Delivered,ON-TIME
O128794,C17190,276,0,15-07-2016,Delivered,ON-TIME
O128795,C19246,159.55,200,15-07-2016,Delivered,ON-TIME
O128796,C19248,744.36,0,15-07-2016,Delivered,ON-TIME
O128797,C11775,2832.12,0,15-07-2016,Delivered,ON-TIME
O128798,C14291,858.85,0,15-07-2016,Delivered,ON-TIME
O128799,C13860,593.45,0,15-07-2016,Delivered,ON-TIME
O128800,C11775,1200.2,0,15-07-2016,Delivered,ON-TIME
O128801,C15103,176.59,0,15-07-2016,Delivered,ON-TIME
O128802,C11773,1100.58,0,15-07-2016,Delivered,ON-TIME
O128803,C19193,107.27,0,15-07-2016,Delivered,ON-TIME
O128804,C10235,144.5,0,15-07-2016,Delivered,ON-TIME
O128805,C12256,603.71,200,15-07-2016,Delivered,ON-TIME
O128806,C15932,629.64,0,15-07-2016,Delivered,LATE
O128807,C16198,712.41,0,15-07-2016,Delivered,ON-TIME
O128808,C19250,211.02,200,15-07-2016,Delivered,ON-TIME
O128809,C11914,568.5,0,15-07-2016,Delivered,ON-TIME
O128810,C13550,3697.5,0,15-07-2016,Delivered,ON-TIME
O128811,C19251,81.22,0,15-07-2016,Delivered,ON-TIME
O128812,C14000,198.29,0,15-07-2016,Delivered,ON-TIME
O128813,C19253,1960.14,200,15-07-2016,Delivered,ON-TIME
O128814,C19252,1189.88,200,15-07-2016,Delivered,ON-TIME
O128815,C19254,557.91,0,15-07-2016,Delivered,ON-TIME
O128816,C15054,182.33,0,15-07-2016,Delivered,ON-TIME
O128817,C13913,17.81,0,15-07-2016,Delivered,ON-TIME
O128818,C11741,12.67,0,15-07-2016,Delivered,ON-TIME
O128819,C16571,657.52,0,15-07-2016,Delivered,ON-TIME
O128820,C12693,143.64,0,15-07-2016,Delivered,ON-TIME
O128821,C19255,382.04,0,15-07-2016,Delivered,ON-TIME
O128822,C12666,252.23,0,15-07-2016,Delivered,ON-TIME
O128823,C12652,199.5,0,15-07-2016,Delivered,ON-TIME
O128824,C10203,71.4,0,15-07-2016,Delivered,LATE
O128825,C13473,618.8,0,15-07-2016,Delivered,ON-TIME
O128826,C17648,46.28,0,15-07-2016,Delivered,ON-TIME
O128827,C17648,0,0,15-07-2016,Cancelled,
O128828,C12110,318.62,0,15-07-2016,Delivered,ON-TIME
O128829,C15423,414.35,0,15-07-2016,Delivered,ON-TIME
O128830,C16303,320.58,0,15-07-2016,Delivered,ON-TIME
O128831,C17425,450.5,0,15-07-2016,Delivered,ON-TIME
O128832,C17101,67.9,0,15-07-2016,Delivered,ON-TIME
O128833,C19256,774.22,0,15-07-2016,Delivered,ON-TIME
O128834,C11699,279.67,0,15-07-2016,Delivered,ON-TIME
O128835,C11667,600.92,0,15-07-2016,Delivered,ON-TIME
O128836,C19257,701.74,0,15-07-2016,Delivered,ON-TIME
O128837,C17083,377.29,0,15-07-2016,Delivered,ON-TIME
O128838,C19258,274.98,0,15-07-2016,Delivered,ON-TIME
O128839,C14175,62.37,0,15-07-2016,Delivered,ON-TIME
O128840,C19259,297.56,0,15-07-2016,Delivered,ON-TIME
O128841,C18948,12.5,200,15-07-2016,Delivered,ON-TIME
O128842,C17466,200.12,0,15-07-2016,Delivered,LATE
O128843,C19260,985.75,0,15-07-2016,Delivered,ON-TIME
O128844,C19136,68.43,0,15-07-2016,Delivered,ON-TIME
O128845,C14915,215.89,0,15-07-2016,Delivered,ON-TIME
O128846,C14696,289.64,0,15-07-2016,Delivered,ON-TIME
O128847,C19261,370.35,200,15-07-2016,Delivered,ON-TIME
O128848,C19262,247.73,200,15-07-2016,Delivered,ON-TIME
O128849,C13039,545.7,0,15-07-2016,Delivered,ON-TIME
O128850,C19264,879.33,0,15-07-2016,Delivered,ON-TIME
O128851,C19263,327.69,0,15-07-2016,Delivered,ON-TIME
O128852,C10019,595,0,15-07-2016,Delivered,ON-TIME
O128853,C13092,0,0,15-07-2016,Cancelled,
O128854,C17372,4560.08,0,15-07-2016,Delivered,ON-TIME
O128855,C13220,284.67,0,15-07-2016,Delivered,ON-TIME
O128856,C13225,133.45,0,15-07-2016,Delivered,ON-TIME
O128857,C12188,231.62,0,15-07-2016,Delivered,ON-TIME
O128858,C13566,198.59,0,15-07-2016,Delivered,ON-TIME
O128859,C12092,133.45,0,15-07-2016,Delivered,ON-TIME
O128860,C19265,66.39,0,15-07-2016,Delivered,LATE
O128861,C19266,614.22,200,15-07-2016,Delivered,ON-TIME
O128862,C19267,603.48,200,15-07-2016,Delivered,ON-TIME
O128863,C10174,773.62,0,15-07-2016,Delivered,ON-TIME
O128864,C19269,505.05,0,15-07-2016,Delivered,ON-TIME
O128865,C15140,281.03,0,15-07-2016,Delivered,ON-TIME
O128866,C14446,272.85,0,15-07-2016,Delivered,ON-TIME
O128867,C12389,980.04,0,15-07-2016,Delivered,ON-TIME
O128868,C11457,143.23,0,15-07-2016,Delivered,ON-TIME
O128869,C19270,340.42,0,16-07-2016,Delivered,ON-TIME
O128870,C13862,575.61,0,15-07-2016,Delivered,ON-TIME
O128871,C13064,273.28,0,15-07-2016,Delivered,ON-TIME
O128872,C15748,238,0,15-07-2016,Delivered,ON-TIME
O128873,C14477,272.77,0,15-07-2016,Delivered,ON-TIME
O128874,C19271,295.8,0,15-07-2016,Delivered,ON-TIME
O128875,C11141,226.23,0,15-07-2016,Delivered,ON-TIME
O128876,C11942,159.82,0,15-07-2016,Delivered,ON-TIME
O128877,C18839,1443.94,0,16-07-2016,Delivered,ON-TIME
O128878,C18094,1909.47,0,15-07-2016,Delivered,LATE
O128879,C15861,470.9,0,15-07-2016,Delivered,ON-TIME
O128880,C17136,474.3,0,15-07-2016,Delivered,ON-TIME
O128881,C19274,386.94,200,15-07-2016,Delivered,ON-TIME
O128882,C12604,3505.71,0,15-07-2016,Delivered,ON-TIME
O128883,C14899,353.21,0,15-07-2016,Delivered,ON-TIME
O128884,C10326,382.5,0,15-07-2016,Delivered,ON-TIME
O128885,C11246,129.2,0,15-07-2016,Delivered,ON-TIME
O128886,C19275,228.15,200,15-07-2016,Delivered,ON-TIME
O128887,C13417,487.05,0,15-07-2016,Delivered,ON-TIME
O128888,C16208,1704.11,0,15-07-2016,Delivered,ON-TIME
O128889,C19249,758.2,0,15-07-2016,Delivered,ON-TIME
O128890,C12013,341.7,0,15-07-2016,Delivered,ON-TIME
O128891,C12025,126.48,0,15-07-2016,Delivered,ON-TIME
O128892,C13524,65.34,0,15-07-2016,Delivered,ON-TIME
O128893,C18972,359.55,0,15-07-2016,Delivered,ON-TIME
O128894,C19276,1003.85,0,15-07-2016,Delivered,ON-TIME
O128895,C100299,212.5,0,15-07-2016,Delivered,ON-TIME
O128896,C13663,448.16,0,15-07-2016,Delivered,LATE
O128897,C14942,27.2,0,15-07-2016,Delivered,ON-TIME
O128898,C19277,1438.36,0,15-07-2016,Delivered,ON-TIME
O128899,C19278,551.75,0,15-07-2016,Delivered,ON-TIME
O128900,C17093,898,0,15-07-2016,Delivered,ON-TIME
O128901,C17866,1167.9,0,15-07-2016,Delivered,ON-TIME
O128902,C19279,906.36,0,15-07-2016,Delivered,ON-TIME
O128903,C18154,584.21,0,15-07-2016,Delivered,ON-TIME
O128904,C16766,0,320,15-07-2016,Delivered,ON-TIME
O128905,C17678,2728.98,0,15-07-2016,Delivered,ON-TIME
O128906,C17678,378.29,0,15-07-2016,Delivered,ON-TIME
O128907,C16550,0,0,16-07-2016,Cancelled,
O128908,C10294,329.12,0,16-07-2016,Delivered,ON-TIME
O128909,C13863,954.52,0,16-07-2016,Delivered,ON-TIME
O128910,C14826,568.71,0,16-07-2016,Delivered,ON-TIME
O128911,C12471,243.27,0,16-07-2016,Delivered,ON-TIME
O128912,C10076,123.26,0,16-07-2016,Delivered,ON-TIME
O128913,C10179,593.51,0,16-07-2016,Delivered,ON-TIME
O128914,C17431,1226.12,0,16-07-2016,Delivered,LATE
O128915,C18000,309.13,0,16-07-2016,Delivered,ON-TIME
O128916,C16109,552.98,0,16-07-2016,Delivered,ON-TIME
O128917,C17303,1610.75,0,16-07-2016,Delivered,ON-TIME
O128918,C13787,481.53,0,16-07-2016,Delivered,ON-TIME
O128919,C11572,462.4,0,16-07-2016,Delivered,ON-TIME
O128920,C11044,2575.67,0,16-07-2016,Delivered,ON-TIME
O128921,C10730,533.72,0,16-07-2016,Delivered,ON-TIME
O128922,C14642,97.33,0,16-07-2016,Delivered,ON-TIME
O128923,C11034,328.95,0,16-07-2016,Delivered,ON-TIME
O128924,C16586,403.36,0,16-07-2016,Delivered,ON-TIME
O128925,C10217,775.31,0,16-07-2016,Delivered,ON-TIME
O128926,C11605,314.5,0,16-07-2016,Delivered,ON-TIME
O128927,C12237,419.6,0,16-07-2016,Delivered,ON-TIME
O128928,C17001,601.35,0,16-07-2016,Delivered,ON-TIME
O128929,C11634,1037.85,0,16-07-2016,Delivered,ON-TIME
O128930,C16972,218.83,0,16-07-2016,Delivered,ON-TIME
O128931,C18792,698.53,0,16-07-2016,Delivered,ON-TIME
O128932,C11634,358.7,0,16-07-2016,Delivered,LATE
O128933,C13976,8.18,200,16-07-2016,Delivered,ON-TIME
O128934,C10449,387.48,0,16-07-2016,Delivered,ON-TIME
O128935,C17061,2571.38,0,16-07-2016,Delivered,ON-TIME
O128936,C12423,220.05,0,16-07-2016,Delivered,ON-TIME
O128937,C18530,0,0,16-07-2016,Cancelled,
O128938,C11086,1059.95,0,16-07-2016,Delivered,ON-TIME
O128939,C19281,170,0,16-07-2016,Delivered,ON-TIME
O128940,C19282,131.75,0,16-07-2016,Delivered,ON-TIME
O128941,C15380,750.4,0,16-07-2016,Delivered,ON-TIME
O128942,C18126,1211.37,0,16-07-2016,Delivered,ON-TIME
O128943,C18658,41.4,200,16-07-2016,Delivered,ON-TIME
O128944,C12195,432.56,0,16-07-2016,Delivered,ON-TIME
O128945,C12057,494.05,0,16-07-2016,Delivered,ON-TIME
O128946,C15553,1138.73,0,16-07-2016,Delivered,ON-TIME
O128947,C16656,817.14,0,16-07-2016,Delivered,ON-TIME
O128948,C10129,671.29,0,16-07-2016,Delivered,ON-TIME
O128949,C10207,7015.19,0,16-07-2016,Delivered,ON-TIME
O128950,C11676,1610.33,0,16-07-2016,Delivered,LATE
O128951,C14914,586.06,0,16-07-2016,Delivered,ON-TIME
O128952,C19283,1122.68,0,16-07-2016,Delivered,ON-TIME
O128953,C17900,1224,0,16-07-2016,Delivered,ON-TIME
O128954,C15596,1674.5,0,16-07-2016,Delivered,ON-TIME
O128955,C14998,1396.64,0,16-07-2016,Delivered,ON-TIME
O128956,C19284,102,0,16-07-2016,Delivered,ON-TIME
O128957,C19285,739.51,0,16-07-2016,Delivered,ON-TIME
O128958,C15581,326.96,200,16-07-2016,Delivered,ON-TIME
O128959,C19286,185.3,0,16-07-2016,Delivered,ON-TIME
O128960,C12341,840.31,0,16-07-2016,Delivered,ON-TIME
O128961,C16259,614.68,0,16-07-2016,Delivered,ON-TIME
O128962,C10326,497.68,0,16-07-2016,Delivered,ON-TIME
O128963,C11356,348.87,0,16-07-2016,Delivered,ON-TIME
O128964,C11663,195.36,0,16-07-2016,Delivered,ON-TIME
O128965,C13809,846.52,0,16-07-2016,Delivered,ON-TIME
O128966,C15476,1105.05,200,16-07-2016,Delivered,ON-TIME
O128967,C13411,656.63,0,16-07-2016,Delivered,ON-TIME
O128968,C17685,627.69,0,16-07-2016,Delivered,LATE
O128969,C16087,255,0,16-07-2016,Delivered,ON-TIME
O128970,C17060,303.63,0,16-07-2016,Delivered,ON-TIME
O128971,C15483,160.99,0,16-07-2016,Delivered,ON-TIME
O128972,C12746,341.57,0,16-07-2016,Delivered,ON-TIME
O128973,C19287,448.61,0,16-07-2016,Delivered,ON-TIME
O128974,C14309,2292.38,400,17-07-2016,Delivered,ON-TIME
O128975,C12782,0,0,18-07-2016,Cancelled,
O128976,C17667,298.24,0,16-07-2016,Delivered,ON-TIME
O128977,C17019,189.66,0,16-07-2016,Delivered,ON-TIME
O128978,C19288,0.22,165,16-07-2016,Delivered,ON-TIME
O128979,C19289,81.22,0,16-07-2016,Delivered,ON-TIME
O128980,C18847,182.33,0,16-07-2016,Delivered,ON-TIME
O128981,C19290,425.15,0,16-07-2016,Delivered,ON-TIME
O128982,C12587,539.73,0,16-07-2016,Delivered,ON-TIME
O128983,C16336,679.01,0,16-07-2016,Delivered,ON-TIME
O128984,C12290,1407.16,0,16-07-2016,Delivered,ON-TIME
O128985,C19291,172.13,0,16-07-2016,Delivered,ON-TIME
O128986,C19292,109.65,0,16-07-2016,Delivered,LATE
O128987,C19293,114.75,0,16-07-2016,Delivered,ON-TIME
O128988,C16587,233.75,0,16-07-2016,Delivered,ON-TIME
O128989,C10868,731.43,0,16-07-2016,Delivered,ON-TIME
O128990,C1002175,810.39,0,16-07-2016,Delivered,ON-TIME
O128991,C12571,159.89,0,16-07-2016,Delivered,ON-TIME
O128992,C17370,404.34,0,16-07-2016,Delivered,ON-TIME
O128993,C13385,525.7,0,16-07-2016,Delivered,ON-TIME
O128994,C13653,618.57,0,16-07-2016,Delivered,ON-TIME
O128995,C13373,218.03,0,16-07-2016,Delivered,ON-TIME
O128996,C13652,413.05,0,16-07-2016,Delivered,ON-TIME
O128997,C17934,176.8,0,16-07-2016,Delivered,ON-TIME
O128998,C10444,251.58,0,16-07-2016,Delivered,ON-TIME
O128999,C18347,1338.75,0,16-07-2016,Delivered,ON-TIME
O129000,C11176,2002.76,0,16-07-2016,Delivered,ON-TIME
O129001,C13032,271.52,0,16-07-2016,Delivered,ON-TIME
O129002,C19294,2537.93,200,16-07-2016,Delivered,ON-TIME
O129003,C12421,883.35,0,16-07-2016,Delivered,ON-TIME
O129004,C17455,400.1,200,16-07-2016,Delivered,LATE
O129005,C19295,1182.34,0,16-07-2016,Delivered,ON-TIME
O129006,C10439,810.47,0,16-07-2016,Delivered,ON-TIME
O129007,C15576,537.98,0,16-07-2016,Delivered,ON-TIME
O129008,C17680,1147.5,0,16-07-2016,Delivered,ON-TIME
O129009,C13143,1530.8,0,16-07-2016,Delivered,ON-TIME
O129010,C19296,697,0,16-07-2016,Delivered,ON-TIME
O129011,C12785,1135.35,0,16-07-2016,Delivered,ON-TIME
O129012,C16144,572.48,0,16-07-2016,Delivered,ON-TIME
O129013,C17936,113.22,0,16-07-2016,Delivered,ON-TIME
O129014,C100921,112.71,0,16-07-2016,Delivered,ON-TIME
O129015,C13950,122.4,0,16-07-2016,Delivered,ON-TIME
O129016,C10375,688.4,0,16-07-2016,Delivered,ON-TIME
O129017,C16480,478.21,0,16-07-2016,Delivered,ON-TIME
O129018,C11386,1153.88,0,16-07-2016,Delivered,ON-TIME
O129019,C11453,509.24,0,16-07-2016,Delivered,ON-TIME
O129020,C17264,482.04,0,16-07-2016,Delivered,ON-TIME
O129021,C13831,469.47,0,16-07-2016,Delivered,ON-TIME
O129022,C19298,0.95,50,16-07-2016,Delivered,LATE
O129023,C11450,1561.84,0,16-07-2016,Delivered,ON-TIME
O129024,C14437,1186.74,0,16-07-2016,Delivered,ON-TIME
O129025,C10417,834.05,0,16-07-2016,Delivered,ON-TIME
O129026,C15518,535.97,0,16-07-2016,Delivered,ON-TIME
O129027,C12483,104.19,0,16-07-2016,Delivered,ON-TIME
O129028,C100716,419.05,0,16-07-2016,Delivered,ON-TIME
O129029,C17589,384.88,0,16-07-2016,Delivered,ON-TIME
O129030,C19299,642.48,45,16-07-2016,Delivered,ON-TIME
O129031,C17356,1494.27,0,16-07-2016,Delivered,ON-TIME
O129032,C19300,144.03,0,16-07-2016,Delivered,ON-TIME
O129033,C13877,267.75,0,16-07-2016,Delivered,ON-TIME
O129034,C13879,1414.3,0,16-07-2016,Delivered,ON-TIME
O129035,C13878,499.81,0,16-07-2016,Delivered,ON-TIME
O129036,C17489,152.96,0,16-07-2016,Delivered,ON-TIME
O129037,C15949,570.95,0,16-07-2016,Delivered,ON-TIME
O129038,C14627,254.95,0,16-07-2016,Delivered,ON-TIME
O129039,C16272,425.85,0,16-07-2016,Delivered,ON-TIME
O129040,C19301,0,24,16-07-2016,Delivered,LATE
O129041,C19302,1251.2,0,16-07-2016,Delivered,ON-TIME
O129042,C14341,734.19,0,16-07-2016,Delivered,ON-TIME
O129043,C19303,1046.34,0,16-07-2016,Delivered,ON-TIME
O129044,C15996,599.91,0,16-07-2016,Delivered,ON-TIME
O129045,C13498,645.41,0,16-07-2016,Delivered,ON-TIME
O129046,C17126,711.26,0,16-07-2016,Delivered,ON-TIME
O129047,C10481,309.03,0,16-07-2016,Delivered,ON-TIME
